Team Name,Wins,Losses,Result,Division,Tournament
Da Big Boys,8,0,1,Advanced,spikeforacause
Bubbles,6,2,2,Advanced,spikeforacause
Wesburn,6,2,3,Advanced,spikeforacause
Definitely High,3,5,0,Advanced,spikeforacause
PK Thunder,3,6,5,Advanced,spikeforacause
Set Theory,4,5,6,Advanced,spikeforacause
OG Blinggo Boys,6,2,7,Advanced,spikeforacause
Boom Boys,7,2,7,Advanced,spikeforacause
Ball & Chain Gang,9,2,9,Advanced,spikeforacause
Iâ€™m just here,5,6,10,Advanced,spikeforacause
Faded,4,5,11,Advanced,spikeforacause
PSR Emerald Wave,4,6,11,Advanced,spikeforacause
"Wow, but like Owen Wilson",4,6,13,Advanced,spikeforacause
Stay Hard!!!,5,4,14,Advanced,spikeforacause
@ss,5,3,14,Advanced,spikeforacause
The Great Spike,3,6,14,Advanced,spikeforacause
Be Nice or Else,3,5,17,Advanced,spikeforacause
Roundnet AI,3,5,18,Advanced,spikeforacause
Sather/Nataraj,4,3,18,Advanced,spikeforacause
Bag of Beans,4,2,18,Advanced,spikeforacause
Whiffed It,2,6,18,Advanced,spikeforacause
Tricky Blicky,2,5,22,Advanced,spikeforacause
Just here for a good time,3,4,22,Advanced,spikeforacause
Go easy on us,2,6,22,Advanced,spikeforacause
We Are,0,7,25,Advanced,spikeforacause
Power Set,9,0,1,Intermediate,spikeforacause
Sets on the Beach,8,2,2,Intermediate,spikeforacause
The Mac Daddy's,7,1,3,Intermediate,spikeforacause
KB24,6,4,4,Intermediate,spikeforacause
Godzilla,5,3,5,Intermediate,spikeforacause
Team name,5,2,5,Intermediate,spikeforacause
Cal Poly Squad,4,5,7,Intermediate,spikeforacause
Spikeaholics,3,6,7,Intermediate,spikeforacause
GGs,3,6,9,Intermediate,spikeforacause
Pump it up,2,6,10,Intermediate,spikeforacause
The I5 Drive,1,7,11,Intermediate,spikeforacause
Ja Ja Ding Dong,2,5,11,Intermediate,spikeforacause
Org of Uncommonly Crazy Hedgehogs (OUCH),0,8,13,Intermediate,spikeforacause
